Name1,Name2,Set,Card_type1,Card_type2,Mana_Cost1,Mana_Cost2,Mana_Value1,Mana_Value2,Color,Rarity,Price
Ironfist Crusher,,ONS,Creature,,4W,,5.0,0.0,W,U,0.12
Iron Golem,,AFR,Creature Artifact,,4,,4.0,0.0,C,U,0.06
Iron-Heart Chimera,,VIS,Creature Artifact,,4,,4.0,0.0,C,U,0.16
Ironhoof Boar,,NEO,Creature Artifact,,5R,,6.0,0.0,R,C,0.01
Ironhoof Ox,,ME4,Creature,,3GG,,5.0,0.0,G,C,0.27
Iron Lance,,MMQ,Artifact,,2,,2.0,0.0,C,U,0.11
Iron League Steed,,2XM,Creature Artifact,,4,,4.0,0.0,C,C,0.04
Iron Maiden,,ULG,Artifact,,3,,3.0,0.0,C,R,6.38
Iron Mastiff,,CLB,Creature Artifact,,4,,4.0,0.0,C,U,0.06
Iron Myr,,SOM,Creature Artifact,,2,,2.0,0.0,R,C,0.59
Ironroot Treefolk,,5ED,Creature,,4G,,5.0,0.0,G,C,4.64
Ironroot Warlord,,JMP,Creature,,1GW,,3.0,0.0,WG,U,0.07
Ironscale Hydra,,THB,Creature,,3GG,,5.0,0.0,G,R,1.42
Ironshell Beetle,,JMP,Creature,,1G,,2.0,0.0,G,C,0.05
Ironsoul Enforcer,,NEC,Creature Artifact,,4W,,5.0,0.0,W,R,0.56
Iron Star,,8ED,Artifact,,1,,1.0,0.0,C,U,0.17
Irontread Crusher,,AER,Artifact,,4,,4.0,0.0,C,C,0.06
Iron Tusk Elephant,,MIR,Creature,,4W,,5.0,0.0,W,U,0.19
Iron Verdict,,KHM,Instant,,2W,,3.0,0.0,W,C,0.03
Iron Will,,ULG,Instant,,W,,1.0,0.0,W,C,0.11
Ironwright's Cleansing,,EMN,Sorcery,,2W,,3.0,0.0,W,C,0.04
Irradiate,,MRD,Instant,,3B,,4.0,0.0,B,C,0.12
Irregular Cohort,,CLB,Creature,,2WW,,4.0,0.0,W,C,0.12
Irresistible Prey,,JMP,Sorcery,,G,,1.0,0.0,G,U,0.12
Irreverent Revelers,,THB,Creature,,2R,,3.0,0.0,R,C,0.11
Irrigated Farmland,,C20,Land,,,,0.0,0.0,C,R,2.5
Irrigation Ditch,,INV,Land,,,,0.0,0.0,WUG,C,0.2
"Isamaru, Hound of Konda",,JMP,Creature,,W,,1.0,0.0,W,R,1.23
"Isao, Enlightened Bushi",,BOK,Creature,,2G,,3.0,0.0,G,R,3.54
Isareth the Awakener,,M19,Creature,,1BB,,3.0,0.0,B,R,0.64
"Ishai, Ojutai Dragonspeaker",,CM2,Creature,,2WU,,4.0,0.0,WU,M,5.24
"Ishi-Ishi, Akki Crackshot",,BOK,Creature,,1R,,2.0,0.0,R,R,0.31
"Ishkanah, Grafwidow",,EMN,Creature,,4G,,5.0,0.0,BG,M,2.84
Island,,ONE,Land,,,,0.0,0.0,C,C,0.27
Island Fish Jasconius,,4ED,Creature,,4UUU,,7.0,0.0,U,R,20.12
Island of Wak-Wak,,ME1,Land,,,,0.0,0.0,C,R,450.0
Island Sanctuary,,ME4,Enchantment,,1W,,2.0,0.0,W,R,34.78
Isleback Spawn,,SHM,Creature,,5UU,,7.0,0.0,U,R,0.55
Isochron Scepter,,2XM,Artifact,,2,,2.0,0.0,C,R,15.87
Isolate,,M19,Instant,,W,,1.0,0.0,W,R,0.28
Isolated Chapel,,DOM,Land,,,,0.0,0.0,WB,R,5.75
Isolated Watchtower,,C18,Land,,,,0.0,0.0,C,R,3.02
Isolation Cell,,NPH,Artifact,,4,,4.0,0.0,C,U,0.25
Isolation Zone,,OGW,Enchantment,,2WW,,4.0,0.0,W,C,0.05
Isperia's Skywatch,,RTR,Creature,,5U,,6.0,0.0,U,C,0.03
"Isperia, Supreme Judge",,C20,Creature,,2WWUU,,6.0,0.0,WU,M,0.47
Isperia the Inscrutable,,DIS,Creature,,1WWUU,,5.0,0.0,WU,R,0.25
"Isshin, Two Heavens as One",,NEO,Creature,,RWB,,3.0,0.0,WBR,R,1.99
Isu the Abominable,,J22,Creature,,3UU,,5.0,0.0,WUG,M,13.8
"Ith, High Arcanist",,TSR,Creature,,5WU,,7.0,0.0,WU,R,0.12
It of the Horrid Swarm,,EMN,Creature,,8,,8.0,0.0,G,C,0.05
It That Betrays,,DDP,Creature,,12,,3.0,0.0,C,R,19.32
Ivory Charm,,MIR,Instant,,W,,1.0,0.0,W,C,0.1
Ivory Crane Netsuke,,SOK,Artifact,,2,,2.0,0.0,C,U,0.15
Ivory Cup,,8ED,Artifact,,1,,1.0,0.0,C,U,7.03
Ivory Gargoyle,,ME2,Creature,,4W,,5.0,0.0,W,R,1.26
Ivory Giant,,TSR,Creature,,5WW,,7.0,0.0,W,C,0.05
Ivory Guardians,,ME3,Creature,,4WW,,6.0,0.0,W,U,0.99
Ivory Mask,,9ED,Enchantment,,2WW,,4.0,0.0,W,R,1.56
Ivory Tower,,VMA,Artifact,,1,,1.0,0.0,C,U,2.88
Ivorytusk Fortress,,KTK,Creature,,2WBG,,5.0,0.0,WBG,R,0.52
Ivy Dancer,,RAV,Creature,,2G,,3.0,0.0,G,U,0.14
Ivy Elemental,,IKO,Creature,,XG,,1.0,0.0,G,U,0.15
"Ivy, Gleeful Spellthief",,DMU,Creature,,GU,,2.0,0.0,UG,R,0.93
Ivy Lane Denizen,,CMR,Creature,,3G,,4.0,0.0,G,C,0.17
Ivy Seer,,UDS,Creature,,3G,,4.0,0.0,G,U,0.13
Iwamori of the Open Fist,,A25,Creature,,2GG,,4.0,0.0,G,U,0.26
Ixalan's Binding,,XLN,Enchantment,,3W,,4.0,0.0,W,U,0.17
Ixalli's Diviner,,XLN,Creature,,1G,,2.0,0.0,G,C,0.02
Ixalli's Keeper,,XLN,Creature,,1G,,2.0,0.0,G,C,0.01
"Ixidor, Reality Sculptor",,ONS,Creature,,3UU,,5.0,0.0,U,R,2.58
Ixidor's Will,,ONS,Instant,,2U,,3.0,0.0,U,C,0.14
Ixidron,,C19,Creature,,3UU,,5.0,0.0,U,R,0.25
"Iymrith, Desert Doom",,AFR,Creature,,3UU,,5.0,0.0,U,M,20.75
"Izoni, Thousand-Eyed",,GRN,Creature,,2BBGG,,6.0,0.0,BG,R,1.53
Izzet Boilerworks,,2X2,Land,,,,0.0,0.0,UR,U,0.33
Izzet Charm,,2X2,Instant,,UR,,2.0,0.0,UR,C,0.58
Izzet Chemister,,CLB,Creature,,2R,,3.0,0.0,R,R,0.16
Izzet Chronarch,,C17,Creature,,3UR,,5.0,0.0,UR,C,0.18
Izzet Cluestone,,DGM,Artifact,,3,,3.0,0.0,UR,C,0.15
Izzet Guildgate,,C19,Land,,,,0.0,0.0,UR,C,0.11
Izzet Guildmage,,DDJ,Creature,,U/RU/R,,4.0,0.0,UR,U,0.2
Izzet Keyrune,,RTR,Artifact,,3,,3.0,0.0,UR,U,0.16
Izzet Locket,,C19,Artifact,,3,,3.0,0.0,UR,C,0.12
Izzet Signet,,CLB,Artifact,,2,,2.0,0.0,UR,C,1.96
Izzet Staticaster,,RTR,Creature,,1UR,,3.0,0.0,UR,U,0.3
Jabari's Banner,,WTH,Artifact,,2,,2.0,0.0,C,U,0.17
Jabari's Influence,,MIR,Instant,,3WW,,5.0,0.0,W,R,1.83
"Jace, Arcane Strategist",,WAR,Planeswalker,,4UU,,6.0,0.0,U,M,1.4
"Jace, Architect of Thought",,NEC,Planeswalker,,2UU,,4.0,0.0,U,M,0.34
Jace Beleren,,JVC,Planeswalker,,1UU,,3.0,0.0,U,M,10.98
"Jace, Cunning Castaway",,XLN,Planeswalker,,1UU,,3.0,0.0,U,M,10.97
"Jace, Ingenious Mind-Mage",,XLN,Planeswalker,,4UU,,6.0,0.0,U,M,2.27
"Jace, Memory Adept",,M14,Planeswalker,,3UU,,5.0,0.0,U,M,91.28
"Jace, Mirror Mage",,ZNR,Planeswalker,,1UU,,3.0,0.0,U,M,0.94
Jace's Archivist,,C15,Creature,,1UU,,3.0,0.0,U,R,3.52
Jace's Defeat,,HOU,Instant,,1U,,2.0,0.0,U,U,0.09
Jace's Erasure,,M12,Enchantment,,1U,,2.0,0.0,U,C,0.24
Jace's Ingenuity,,M15,Instant,,3UU,,5.0,0.0,U,U,0.21
Jace's Mindseeker,,DDM,Creature,,4UU,,6.0,0.0,U,R,0.25
Jace's Phantasm,,IMA,Creature,,U,,1.0,0.0,U,C,0.24
Jace's Projection,,WAR,Creature,,2UU,,4.0,0.0,U,U,0.48
Jace's Ruse,,WAR,Sorcery,,3UU,,5.0,0.0,U,R,0.17
Jace's Sanctum,,C19,Enchantment,,3U,,4.0,0.0,U,R,1.09
Jace's Scrutiny,,SOI,Instant,,1U,,2.0,0.0,U,C,0.09
Jace's Sentinel,,XLN,Creature,,1U,,2.0,0.0,U,U,0.14
Jace's Triumph,,WAR,Sorcery,,2U,,3.0,0.0,U,U,0.05
"Jace, the Living Guildpact",,M15,Planeswalker,,2UU,,4.0,0.0,U,M,19.36
"Jace, the Mind Sculptor",,2XM,Planeswalker,,2UU,,4.0,0.0,U,M,48.58
"Jace, Unraveler of Secrets",,SOI,Planeswalker,,3UU,,5.0,0.0,U,M,16.14
"Jace, Vryn's Prodigy","Jace, Telepath Unbound",ORI,Creature,Planeswalker,1U,,2.0,0.0,U,M,37.7
"Jace, Wielder of Mysteries",,WAR,Planeswalker,,1UUU,,4.0,0.0,U,R,42.58
Jackal Familiar,,M10,Creature,,R,,1.0,0.0,R,C,0.15
Jackalope Herd,,EXO,Creature,,3G,,4.0,0.0,G,C,0.16
Jackal Pup,,A25,Creature,,R,,1.0,0.0,R,C,2.29
Jackhammer,,SNC,Artifact,,1R,,2.0,0.0,R,C,0.01
Jack-o'-Lantern,,MID,Artifact,,1,,1.0,0.0,C,C,0.08
"Jacob Hauken, Inspector",Hauken's Insight,VOW,Creature,Enchantment,1U,,2.0,0.0,U,M,0.77
Jacques le Vert,,ME1,Creature,,1RGW,,4.0,0.0,WRG,R,54.99
"Jadar, Ghoulcaller of Nephalia",,MID,Creature,,1B,,2.0,0.0,B,R,3.61
Jaddi Lifestrider,,DDR,Creature,,4G,,5.0,0.0,G,U,0.18
Jaddi Offshoot,,IMA,Creature,,G,,1.0,0.0,G,C,0.2
Jade Avenger,,MH2,Creature,,1G,,2.0,0.0,G,C,0.04
Jade Bearer,,RIX,Creature,,G,,1.0,0.0,G,C,0.09
Jadecraft Artisan,,RIX,Creature,,3G,,4.0,0.0,G,C,0.03
Jaded Response,,APC,Instant,,1U,,2.0,0.0,U,C,0.15
Jaded Sell-Sword,,AFR,Creature,,3R,,4.0,0.0,R,C,0.03
Jade Guardian,,XLN,Creature,,3G,,4.0,0.0,G,C,0.04
Jade Idol,,CHK,Artifact,,4,,4.0,0.0,C,U,0.11
Jade Leech,,INV,Creature,,2GG,,4.0,0.0,G,R,0.27
Jadelight Ranger,,RIX,Creature,,1GG,,3.0,0.0,G,R,1.25
Jade Mage,,C13,Creature,,1G,,2.0,0.0,G,U,0.25
Jade Monolith,,ME4,Artifact,,4,,4.0,0.0,C,R,2.7
Jade Orb of Dragonkind,,CLB,Artifact,,2G,,3.0,0.0,G,C,0.16
Jade Statue,,9ED,Artifact,,4,,4.0,0.0,C,R,93.29
"Jadzi, Oracle of Arcavios",Journey to the Oracle,STX,Creature,Sorcery,6UU,2GG,8.0,4.0,UG,M,1.64
Jagged Lightning,,S99,Sorcery,,3RR,,5.0,0.0,R,U,0.22
Jagged Poppet,,DIS,Creature,,1BR,,3.0,0.0,BR,U,0.25
Jagged-Scar Archers,,KHC,Creature,,1GG,,3.0,0.0,G,U,0.29
Jagwasp Swarm,,WWK,Creature,,3B,,4.0,0.0,B,C,0.06
"Jaheira, Friend of the Forest",,CLB,Creature,,2G,,3.0,0.0,G,R,1.35
Jaheira's Respite,,CLB,Instant,,4G,,5.0,0.0,G,R,0.99
Jailbreak,,NCC,Sorcery,,1W,,2.0,0.0,W,R,2.63
"Jalira, Master Polymorphist",,A25,Creature,,3U,,4.0,0.0,U,U,0.22
Jalum Tome,,CMR,Artifact,,3,,3.0,0.0,C,C,0.15
Jamuraan Lion,,VIS,Creature,,2W,,3.0,0.0,W,C,0.14
Jandor's Ring,,SUM,Artifact,,6,,6.0,0.0,C,R,20.57
Jandor's Saddlebags,,7ED,Artifact,,2,,2.0,0.0,C,R,8.78
Jangling Automaton,,WTH,Creature Artifact,,3,,3.0,0.0,C,C,0.13
"Jan Jansen, Chaos Crafter",,CLB,Creature,,RWB,,3.0,0.0,WBR,R,0.29
Janjeet Sentry,,KLD,Creature,,2U,,3.0,0.0,U,U,0.04
"Jarad, Golgari Lich Lord",,CMA,Creature,,BBGG,,4.0,0.0,BG,M,1.87
Jarad's Orders,,RTR,Sorcery,,2BG,,4.0,0.0,BG,R,0.76
Jared Carthalion,,DMC,Planeswalker,,WUBRG,,5.0,0.0,WUBRG,M,0.95
"Jared Carthalion, True Heir",,CMR,Creature,,RGW,,3.0,0.0,WRG,R,0.2
"Jareth, Leonine Titan",,CM2,Creature,,3WWW,,6.0,0.0,W,R,0.46
Jarl of the Forsaken,,KHM,Creature,,3B,,4.0,0.0,B,C,0.01
Jar of Eyeballs,,C13,Artifact,,3,,3.0,0.0,C,R,0.18
Jasmine Boreal,,TSB,Creature,,3GW,,5.0,0.0,WG,S,2.78
Jasmine Boreal of the Seven,,DMC,Creature,,1GW,,3.0,0.0,WG,U,0.1
Jasmine Seer,,UDS,Creature,,3W,,4.0,0.0,W,U,0.14
Jaspera Sentinel,,KHM,Creature,,G,,1.0,0.0,G,C,0.1
Javelin of Lightning,,CLB,Artifact,,1R,,2.0,0.0,R,C,0.03
Jawbone Skulkin,,EVE,Creature Artifact,,1,,1.0,0.0,C,C,0.25
Jaws of Stone,,DDI,Sorcery,,5R,,6.0,0.0,R,U,0.12
"Jaxis, the Troublemaker",,SNC,Creature,,3R,,4.0,0.0,R,R,0.46
Jaya Ballard,,C21,Planeswalker,,2RRR,,5.0,0.0,R,M,3.92
"Jaya Ballard, Task Mage",,TSR,Creature,,1RR,,3.0,0.0,R,R,0.37
"Jaya, Fiery Negotiator",,DMU,Planeswalker,,2RR,,4.0,0.0,R,M,3.5
Jaya's Firenado,,DMU,Sorcery,,4R,,5.0,0.0,R,C,0.02
Jaya's Greeting,,WAR,Instant,,1R,,2.0,0.0,R,C,0.04
Jaya's Immolating Inferno,,CMR,Sorcery,,XRR,,2.0,0.0,R,R,1.5
"Jaya, Venerated Firemage",,WAR,Planeswalker,,4R,,5.0,0.0,R,U,3.27
Jayemdae Tome,,ORI,Artifact,,4,,4.0,0.0,C,U,0.18
Jazal Goldmane,,DMC,Creature,,2WW,,4.0,0.0,W,M,0.27
Jedit Ojanen,,ME3,Creature,,4WWU,,7.0,0.0,WU,C,11.93
"Jedit Ojanen, Mercenary",,DMC,Creature,,1WU,,3.0,0.0,WUG,M,0.49
Jedit Ojanen of Efrava,,C17,Creature,,3GGG,,6.0,0.0,G,R,0.83
Jedit's Dragoons,,DDI,Creature,,5W,,6.0,0.0,W,C,0.08
Jeering Homunculus,,CN2,Creature,,1U,,2.0,0.0,U,C,0.12
Jeering Instigator,,KTK,Creature,,1R,,2.0,0.0,R,R,0.55
"Jegantha, the Wellspring",,IKO,Creature,,4R/G,,6.0,0.0,WUBRG,R,7.91
Jelenn Sphinx,,BBD,Creature,,3WU,,5.0,0.0,WU,U,0.06
"Jeleva, Nephalia's Scourge",,C13,Creature,,1UBR,,4.0,0.0,UBR,M,1.14
"Jenara, Asura of War",,NCC,Creature,,GWU,,3.0,0.0,WUG,M,1.29
"Jenson Carthalion, Druid Exile",,DMC,Creature,,GW,,2.0,0.0,WUBRG,M,1.08
Jerrard of the Closed Fist,,ME3,Creature,,3RGG,,6.0,0.0,RG,C,6.16
"Jerren, Corrupted Bishop","Ormendahl, the Corrupter",MID,Creature,Creature,2B,,3.0,0.0,B,M,0.85
Jeskai Ascendancy,,2X2,Enchantment,,URW,,3.0,0.0,WUR,R,1.86
Jeskai Banner,,KTK,Artifact,,3,,3.0,0.0,WUR,C,0.08
Jeskai Barricade,,FRF,Creature,,1W,,2.0,0.0,W,U,0.3
Jeskai Charm,,2X2,Instant,,URW,,3.0,0.0,WUR,U,0.09
Jeskai Elder,,2X2,Creature,,1U,,2.0,0.0,U,C,0.05
Jeskai Infiltrator,,C18,Creature,,2U,,3.0,0.0,U,R,0.33
Jeskai Runemark,,FRF,Enchantment,,2U,,3.0,0.0,U,C,0.09
Jeskai Sage,,FRF,Creature,,1U,,2.0,0.0,U,C,0.1
Jeskai Student,,KTK,Creature,,1W,,2.0,0.0,W,C,0.05
Jeskai Windscout,,KTK,Creature,,2U,,3.0,0.0,U,C,0.05
Jeska's Will,,CLB,Sorcery,,2R,,3.0,0.0,R,R,18.84
"Jeska, Thrice Reborn",,CMR,Planeswalker,,2R,,3.0,0.0,R,M,3.33
"Jeska, Warrior Adept",,JUD,Creature,,2RR,,4.0,0.0,R,R,2.9
Jester's Cap,,9ED,Artifact,,4,,4.0,0.0,C,R,3.66
Jester's Mask,,ME2,Artifact,,5,,5.0,0.0,C,R,4.36
Jester's Scepter,,CSP,Artifact,,3,,3.0,0.0,C,R,0.29
"Jetfire, Ingenious Scientist","Jetfire, Air Guardian",BOT,Creature Artifact,Artifact,4U,,5.0,0.0,U,M,3.82
Jet Medallion,,C14,Artifact,,2,,2.0,0.0,C,R,34.18
"Jetmir, Nexus of Revels",,SNC,Creature,,1RGW,,4.0,0.0,WRG,M,9.64
Jetmir's Fixer,,SNC,Creature,,RG,,2.0,0.0,RG,C,0.02
Jetmir's Garden,,SNC,Land,,,,0.0,0.0,C,R,8.93
Jetpack Death Seltzer,,SUN,,,,,0.0,0.0,C,C,0.19
Jetting Glasskite,,EMA,Creature,,4UU,,6.0,0.0,U,U,0.11
Jeweled Amulet,,ME2,Artifact,,0,,0.0,0.0,C,U,2.24
Jeweled Lotus,,CMR,Artifact,,0,,0.0,0.0,C,M,140.28
Jeweled Spirit,,PCY,Creature,,3WW,,5.0,0.0,W,R,0.31
Jeweled Torque,,MMQ,Artifact,,2,,2.0,0.0,C,U,0.26
Jewel-Eyed Cobra,,MH2,Creature,,2G,,3.0,0.0,G,C,0.03
Jewel Thief,,SNC,Creature,,2G,,3.0,0.0,G,C,0.14
Jhessian Balmgiver,,CON,Creature,,1WU,,3.0,0.0,WU,U,0.13
Jhessian Infiltrator,,ALA,Creature,,GU,,2.0,0.0,UG,U,0.2
Jhessian Lookout,,ALA,Creature,,1U,,2.0,0.0,U,C,0.06
Jhessian Thief,,IMA,Creature,,2U,,3.0,0.0,U,C,0.08
Jhessian Zombies,,DDH,Creature,,4UB,,6.0,0.0,UB,C,0.16
"Jhoira, Ageless Innovator",,DMU,Creature,,UR,,2.0,0.0,UR,R,0.52
Jhoira of the Ghitu,,TSR,Creature,,1UR,,3.0,0.0,UR,R,0.39
Jhoira's Familiar,,2XM,Creature Artifact,,4,,4.0,0.0,C,U,0.6
Jhoira's Timebug,,TSR,Creature Artifact,,2,,2.0,0.0,C,C,0.13
Jhoira's Toolbox,,ULG,Creature Artifact,,2,,2.0,0.0,C,U,0.28
"Jhoira, Weatherlight Captain",,2XM,Creature,,2UR,,4.0,0.0,UR,R,4.57
Jhovall Queen,,MMQ,Creature,,4WW,,6.0,0.0,W,R,0.5
Jhovall Rider,,MMQ,Creature,,4W,,5.0,0.0,W,U,0.25
Jiang Yanggu,,GS1,Planeswalker,,4G,,5.0,0.0,G,M,1.44
"Jiang Yanggu, Wildcrafter",,WAR,Planeswalker,,2G,,3.0,0.0,G,U,4.7
Jilt,,APC,Instant,,1U,,2.0,0.0,UR,C,0.21
"Jin-Gitaxias, Core Augur",,IMA,Creature,,8UU,,10.0,0.0,U,M,10.87
"Jin-Gitaxias, Progress Tyrant",,NEO,Creature,,5UU,,7.0,0.0,U,M,18.22
"Jinnie Fay, Jetmir's Second",,SNC,Creature,,R/GGG/W,,5.0,0.0,WRG,R,1.85
Jinx,,HML,Instant,,1U,,2.0,0.0,U,C,0.25
Jinxed Choker,,MRD,Artifact,,3,,3.0,0.0,C,R,0.62
Jinxed Idol,,TPR,Artifact,,2,,2.0,0.0,C,R,0.55
Jinxed Ring,,STH,Artifact,,2,,2.0,0.0,C,R,1.04
Jirina Kudro,,C20,Creature,,1RWB,,4.0,0.0,WBR,M,0.33
"Jiwari, the Earth Aflame",,SOK,Creature,,3RR,,5.0,0.0,R,R,0.25
"Jodah, Archmage Eternal",,2X2,Creature,,1URW,,4.0,0.0,WUBRG,R,3.27
Jodah's Avenger,,TSR,Creature,,5U,,6.0,0.0,U,U,0.13
Jodah's Codex,,DMU,Artifact,,5,,5.0,0.0,C,U,0.05
"Jodah, the Unifier",,DMU,Creature,,WUBRG,,5.0,0.0,WUBRG,M,6.68
Johan,,CHR,Creature,,3RGW,,6.0,0.0,WRG,R,17.44
Johtull Wurm,,ME2,Creature,,5G,,6.0,0.0,G,U,0.18
Joiner Adept,,10E,Creature,,1G,,2.0,0.0,G,R,3.61
Join Forces,,DMU,Instant,,2W,,3.0,0.0,W,U,0.02
Join Shields,,GRN,Instant,,3GW,,5.0,0.0,WG,U,0.14
Joint Assault,,AVR,Instant,,G,,1.0,0.0,G,C,0.02
Joint Exploration,,DMU,Instant,,1U,,2.0,0.0,UG,U,0.21
Join the Dance,,MID,Sorcery,,GW,,2.0,0.0,WG,U,0.15
Join the Maestros,,SNC,Sorcery,,4B,,5.0,0.0,B,C,0.01
Join the Ranks,,WWK,Instant,,3W,,4.0,0.0,W,C,0.1
Jokulhaups,,ME1,Sorcery,,4RR,,6.0,0.0,R,R,6.15
Jokulmorder,,CSP,Creature,,4UUU,,7.0,0.0,U,R,0.29
"Jolene, the Plunder Queen",,NCC,Creature,,2RG,,4.0,0.0,RG,R,16.21
"Jolrael, Empress of Beasts",,TSB,Creature,,3GG,,5.0,0.0,G,S,1.1
"Jolrael, Mwonvuli Recluse",,M21,Creature,,1G,,2.0,0.0,G,R,0.39
Jolrael's Centaur,,MIR,Creature,,1GG,,3.0,0.0,G,C,0.16
Jolrael's Favor,,PCY,Enchantment,,1G,,2.0,0.0,G,C,0.15
Jolt,,MIR,Instant,,2U,,3.0,0.0,U,C,0.16
Jolting Merfolk,,NEM,Creature,,2UU,,4.0,0.0,U,U,0.16
"Jon Irenicus, Shattered One",,CLB,Creature,,2UB,,4.0,0.0,UB,R,0.23
Joraga Auxiliary,,OGW,Creature,,1GW,,3.0,0.0,WG,U,0.07
Joraga Bard,,DDP,Creature,,3G,,4.0,0.0,G,C,0.1
Joraga Invocation,,ORI,Sorcery,,4GG,,6.0,0.0,G,U,0.07
Joraga Treespeaker,,ROE,Creature,,G,,1.0,0.0,G,U,1.68
Joraga Visionary,,ZNR,Creature,,3G,,4.0,0.0,G,C,0.1
Joraga Warcaller,,CMA,Creature,,G,,1.0,0.0,G,R,6.08
"Jori En, Ruin Diver",,DDS,Creature,,1UR,,3.0,0.0,UR,R,1.83
"Jor Kadeen, the Prevailer",,C21,Creature,,3RW,,5.0,0.0,WR,R,0.21
"Jorn, God of Winter","Kaldring, the Rimestaff",KHM,Creature,Artifact,2G,1UB,3.0,3.0,UBG,R,0.71
Jorubai Murk Lurker,,M15,Creature,,2U,,3.0,0.0,UB,U,0.05
"Josu Vess, Lich Knight",,DMC,Creature,,2BB,,4.0,0.0,B,R,1.43
Jötun Grunt,,CMD,Creature,,1W,,2.0,0.0,W,U,0.18
Jötun Owl Keeper,,CSP,Creature,,2W,,3.0,0.0,WU,U,0.19
Journeyer's Kite,,DDI,Artifact,,2,,2.0,0.0,C,R,0.3
Journey for the Elixir,,GS1,Sorcery,,2G,,3.0,0.0,G,R,0.12
Journey of Discovery,,MRD,Sorcery,,2G,,3.0,0.0,G,C,0.25
Journey to Eternity,"Atzal, Cave of Eternity",RIX,Enchantment,Land,1BG,,3.0,0.0,BG,R,8.59
Journey to Nowhere,,CMD,Enchantment,,1W,,2.0,0.0,W,C,1.3
Journey to Oblivion,,ZNR,Enchantment,,4W,,5.0,0.0,W,U,0.08
Journey to the Lost City,,CLB,Enchantment,,3G,,4.0,0.0,G,R,0.13
Joust,,ELD,Sorcery,,1R,,2.0,0.0,R,U,0.03
Jousting Dummy,,JMP,Creature Artifact,,2,,2.0,0.0,C,C,0.06
Jousting Lance,,DOM,Artifact,,2,,2.0,0.0,C,C,0.1
Joven,,HML,Creature,,3RR,,5.0,0.0,R,C,0.26
Joven's Ferrets,,ME2,Creature,,G,,1.0,0.0,G,U,0.26
Joven's Tools,,5ED,Artifact,,6,,6.0,0.0,C,U,0.15
Jovial Evil,,LEG,Sorcery,,2B,,3.0,0.0,B,R,63.35
Joyous Respite,,CHK,Sorcery,,3G,,4.0,0.0,G,C,0.1
Jubilant Mascot,,BBD,Creature,,2W,,3.0,0.0,W,U,0.03
Jubilant Skybonder,,IKO,Creature,,1W/UW/U,,5.0,0.0,WU,U,0.16
Judge of Currents,,LRW,Creature,,1W,,2.0,0.0,W,C,0.2
Judge's Familiar,,RTR,Creature,,W/U,,2.0,0.0,WU,U,0.9
Judge Unworthy,,TSR,Instant,,1W,,2.0,0.0,W,C,0.06
"Judith, the Scourge Diva",,2X2,Creature,,1BR,,3.0,0.0,BR,R,1.24
Jugan Defends the Temple,Remnant of the Rising Star,NEO,Enchantment,Enchantment Creature,2G,,3.0,0.0,G,M,1.24
"Jugan, the Rising Star",,IMA,Creature,,3GGG,,6.0,0.0,G,R,0.74
Juggernaut,,JMP,Creature Artifact,,4,,4.0,0.0,C,U,18.17
Juju Bubble,,VIS,Artifact,,1,,1.0,0.0,C,U,0.18
Jukai Messenger,,CHK,Creature,,G,,1.0,0.0,G,C,0.11
Jukai Naturalist,,NEO,Enchantment Creature,,GW,,2.0,0.0,WG,U,0.9
Jukai Preserver,,NEO,Enchantment Creature,,3G,,4.0,0.0,G,C,0.01
Jukai Trainee,,NEO,Creature,,1G,,2.0,0.0,G,C,0.02
Jump,,M10,Instant,,U,,1.0,0.0,U,C,3.25
Jund Battlemage,,ALA,Creature,,2R,,3.0,0.0,BRG,U,0.09
Jund Charm,,C13,Instant,,BRG,,3.0,0.0,BRG,U,0.26
Jund Hackblade,,ARB,Creature,,B/GR,,3.0,0.0,BRG,C,0.23
Jund Panorama,,NCC,Land,,,,0.0,0.0,C,C,0.28
Jund Sojourners,,ARB,Creature,,BRG,,3.0,0.0,BRG,C,0.03
Jungle Barrier,,IMA,Creature,,2GU,,4.0,0.0,UG,U,0.17
Jungle Basin,,CMR,Land,,,,0.0,0.0,G,U,0.25
Jungleborn Pioneer,,RIX,Creature,,2G,,3.0,0.0,G,C,0.1
Jungle Creeper,,RIX,Creature,,1BG,,3.0,0.0,BG,U,0.04
Jungle Delver,,GNT,Creature,,G,,1.0,0.0,G,C,0.11
Jungle Hollow,,NEO,Land,,,,0.0,0.0,BG,C,0.12
Jungle Lion,,ME3,Creature,,G,,1.0,0.0,G,C,0.22
Jungle Patrol,,MIR,Creature,,3G,,4.0,0.0,RG,R,2.62
Jungle Shrine,,DMC,Land,,,,0.0,0.0,WRG,U,0.32
Jungle Troll,,MIR,Creature,,1RG,,3.0,0.0,RG,U,0.17
Jungle Wayfinder,,BBD,Creature,,2G,,3.0,0.0,G,C,0.06
Jungle Weaver,,ALA,Creature,,5GG,,7.0,0.0,G,C,0.21
Jungle Wurm,,VMA,Creature,,3GG,,5.0,0.0,G,C,0.11
Juniper Order Advocate,,ME2,Creature,,2W,,3.0,0.0,W,U,0.17
Juniper Order Druid,,ICE,Creature,,2G,,3.0,0.0,G,C,0.25
Juniper Order Ranger,,MIC,Creature,,3GW,,5.0,0.0,WG,U,0.2
